Match_No,Match,Team,Bowler,Over,Balls,Deliveries,Maiden,Run,Wicket,ECON,0s,4s,6s,WD,NB
52,RR vs SRH,RR,Sandeep Sharma,4,0,24,0,48,0,12.00,5,5,2,0,1
52,RR vs SRH,RR,Kuldip Yadav,4,0,24,0,50,1,12.50,5,2,4,0,0
52,RR vs SRH,RR,Ravichandran Ashwin,4,0,24,0,35,1,8.75,5,2,1,3,0
52,RR vs SRH,RR,Yuzvendra Chahal,4,0,24,0,29,4,7.25,11,3,1,0,0
52,RR vs SRH,RR,Murugan Ashwin,3,0,18,0,42,0,14.00,3,2,4,0,0
52,RR vs SRH,RR,Obed McCoy,1,0,6,0,13,0,13.00,2,1,1,1,0
53,PK vs KKR,KKR,Vaibhav Arora,3,0,18,0,32,0,10.66,8,7,0,1,0
53,PK vs KKR,KKR,Harshit Rana,3,0,18,0,33,2,11.00,9,4,2,0,1
53,PK vs KKR,KKR,Russell,1,0,6,0,19,0,19.00,1,4,0,0,1
53,PK vs KKR,KKR,Chakaravarthy,4,0,24,0,26,3,6.50,11,2,1,1,0
53,PK vs KKR,KKR,Suyash Sharma,4,0,24,0,26,1,6.50,12,1,2,1,0
53,PK vs KKR,KKR,Narine,4,0,24,0,29,0,7.25,9,2,1,1,0
53,PK vs KKR,KKR,Nitish Rana (c),1,0,6,0,7,1,7.00,3,1,0,0,0
53,PK vs KKR,PK,Rishi Dhawan,2,0,12,0,15,0,7.50,5,2,0,0,0
53,PK vs KKR,PK,Arshdeep Singh,4,0,24,0,39,0,9.75,10,6,1,1,0
53,PK vs KKR,PK,Nathan Ellis,4,0,24,0,29,1,7.25,7,2,1,0,0
53,PK vs KKR,PK,Sam Curran,3,0,18,0,44,0,14.66,5,5,3,1,0
53,PK vs KKR,PK,Liam Livingstone,2,0,12,0,27,0,13.50,2,4,1,0,0
53,PK vs KKR,PK,Harpreet Brar,1,0,6,0,4,1,4.00,2,0,0,0,0
53,PK vs KKR,PK,Rahul Chahar,4,0,24,0,23,2,5.75,8,1,0,1,0
54,RCB vs MI,MI,Behrendorff,4,0,24,0,36,3,9.00,9,5,1,0,0
54,RCB vs MI,MI,Chawla,4,0,24,0,41,0,10.25,8,5,2,0,0
54,RCB vs MI,MI,Green,2,0,12,0,15,1,7.50,6,3,0,0,0
54,RCB vs MI,MI,Chris Jordan,4,0,24,0,48,1,12.00,7,4,3,1,0
54,RCB vs MI,MI,Kumar Kartikeya,4,0,24,0,35,1,8.75,6,3,1,1,0
54,RCB vs MI,MI,Akash Madhwal,2,0,12,0,23,0,11.50,1,1,1,0,1
54,RCB vs MI,RCB,Mohammed Siraj,3,0,18,0,31,0,10.33,10,2,3,1,0
54,RCB vs MI,RCB,Josh Hazlewood,3,0,18,0,32,0,10.66,7,5,1,1,0
54,RCB vs MI,RCB,Wanindu Hasaranga,4,0,24,0,53,2,13.25,5,2,5,1,0
54,RCB vs MI,RCB,Vijaykumar Vyshak,3,0,18,0,37,2,12.33,7,2,3,1,1
54,RCB vs MI,RCB,Harshal Patel,3,3,21,0,41,0,11.71,3,5,1,1,1
55,CSK vs DC,DC,Khaleel Ahmed,4,0,24,0,32,1,8.00,9,1,2,2,0
55,CSK vs DC,DC,Ishant,2,0,12,0,23,0,11.50,4,4,0,2,0
55,CSK vs DC,DC,Lalit Yadav,3,0,18,0,34,1,11.33,6,2,3,0,0
55,CSK vs DC,DC,Axar,4,0,24,0,27,2,6.75,8,2,1,0,0
55,CSK vs DC,DC,Kuldeep Yadav,4,0,24,0,28,1,7.00,6,0,1,3,0
55,CSK vs DC,DC,Mitchell Marsh,3,0,18,0,18,3,6.00,7,1,0,3,0
55,CSK vs DC,CSK,Deepak Chahar,3,0,18,0,28,2,9.33,10,3,2,1,0
55,CSK vs DC,CSK,Tushar Deshpande,3,0,18,0,18,0,6.00,9,1,1,0,0
55,CSK vs DC,CSK,Maheesh Theekshana,2,0,12,0,16,0,8.00,2,0,1,0,0
55,CSK vs DC,CSK,Ravindra Jadeja,4,0,24,0,19,1,4.75,10,1,0,0,0
55,CSK vs DC,CSK,Moeen Ali,4,0,24,0,16,0,4.00,13,0,1,0,0
55,CSK vs DC,CSK,Matheesha Pathirana,4,0,24,0,37,3,9.25,11,5,1,4,0
56,KKR vs RR,RR,Boult,3,0,18,0,15,2,5.00,13,2,0,0,0
56,KKR vs RR,RR,Sandeep Sharma,4,0,24,0,34,1,8.50,12,2,3,0,0
56,KKR vs RR,RR,Ashwin,4,0,24,0,32,0,8.00,6,1,2,0,0
56,KKR vs RR,RR,Root,2,0,12,0,14,0,7.00,2,1,0,0,0
56,KKR vs RR,RR,Chahal,4,0,24,0,25,4,6.25,11,2,1,0,0
56,KKR vs RR,RR,KM Asif,3,0,18,0,27,1,9.00,4,0,2,1,0
56,KKR vs RR,KKR,Nitish Rana (c),1,0,6,0,26,0,26.00,0,3,2,0,0
56,KKR vs RR,KKR,Harshit Rana,2,0,12,0,22,0,11.00,6,2,1,2,0
56,KKR vs RR,KKR,Shardul Thakur,1,1,7,0,18,0,15.42,1,4,0,0,0
56,KKR vs RR,KKR,Varun Chakaravarthy,3,0,18,0,28,0,9.33,10,3,2,1,0
56,KKR vs RR,KKR,Sunil Narine,2,0,12,0,13,0,6.50,5,0,1,0,0
56,KKR vs RR,KKR,Suyash Sharma,3,0,18,0,22,0,7.33,7,2,1,0,0
56,KKR vs RR,KKR,Anukul Roy,1,0,6,0,20,0,20.00,1,0,3,0,0
57,MI vs GT,GT,Shami,4,0,24,0,53,0,13.25,9,5,4,0,0
57,MI vs GT,GT,Mohit Sharma,4,0,24,0,43,1,10.75,10,6,2,0,0
57,MI vs GT,GT,Rashid Khan,4,0,24,0,30,4,7.50,10,5,0,0,0
57,MI vs GT,GT,Noor Ahmad,4,0,24,0,38,0,9.50,7,4,1,0,0
57,MI vs GT,GT,Alzarri Joseph,4,0,24,0,52,0,13.00,5,2,5,0,0
57,MI vs GT,MI,Jason Behrendorff,4,0,24,0,37,1,9.25,8,5,1,1,0
57,MI vs GT,MI,Akash Madhwal,4,0,24,0,31,3,7.75,11,4,1,0,0
57,MI vs GT,MI,Chris Jordan,4,0,24,0,34,0,8.50,9,3,2,0,0
57,MI vs GT,MI,Piyush Chawla,4,0,24,0,36,2,9.00,7,4,1,0,0
57,MI vs GT,MI,Kumar Kartikeya,3,0,18,0,37,2,12.33,8,0,5,2,0
57,MI vs GT,MI,Cameron Green,1,0,6,0,13,0,13.00,3,0,2,0,0
58,SRH vs LSG,LSG,Yudhvir Singh,3,0,18,0,24,1,8.00,8,4,0,1,0
58,SRH vs LSG,LSG,K Mayers,1,0,6,0,11,0,11.00,3,2,0,0,1
58,SRH vs LSG,LSG,Krunal Pandya (c),4,0,24,0,24,2,6.00,12,2,1,0,0
58,SRH vs LSG,LSG,Avesh Khan,2,0,12,0,30,1,15.00,2,5,1,0,0
58,SRH vs LSG,LSG,Yash Thakur,4,0,24,0,28,1,7.00,11,1,2,0,0
58,SRH vs LSG,LSG,Amit Mishra,4,0,24,0,40,1,10.00,8,2,3,1,0
58,SRH vs LSG,LSG,Ravi Bishnoi,2,0,12,0,23,0,11.50,1,2,1,0,0
58,SRH vs LSG,SRH,Bhuvneshwar Kumar,4,0,24,0,30,0,7.50,8,3,1,0,0
58,SRH vs LSG,SRH,Fazalhaq Farooqi,3,2,20,0,32,0,9.60,8,5,0,4,0
58,SRH vs LSG,SRH,Glenn Phillips,2,0,12,0,10,1,5.00,5,1,0,0,0
58,SRH vs LSG,SRH,T Natarajan,4,0,24,0,31,0,7.75,8,1,2,0,0
58,SRH vs LSG,SRH,Mayank Markande,3,0,18,0,39,1,13.00,2,4,2,0,0
58,SRH vs LSG,SRH,Abhishek Sharma,3,0,18,0,42,1,14.00,6,1,5,1,0
59,PK vs DC,DC,Khaleel Ahmed,4,0,24,0,36,0,9.00,11,4,1,3,0
59,PK vs DC,DC,Ishant,3,0,18,0,27,2,9.00,8,4,1,0,0
59,PK vs DC,DC,Axar,4,0,24,0,27,1,6.75,12,1,1,2,0
59,PK vs DC,DC,Praveen Dubey,3,0,18,0,19,1,6.33,8,1,1,1,0
59,PK vs DC,DC,Kuldeep Yadav,4,0,24,0,32,1,8.00,9,2,2,0,0
59,PK vs DC,DC,Mitchell Marsh,1,0,6,0,21,0,21.00,0,1,2,1,0
59,PK vs DC,DC,Mukesh Kumar,1,0,6,0,3,1,3.00,3,0,0,0,0
59,PK vs DC,PK,Rishi Dhawan,1,0,6,0,10,0,10.00,2,2,0,0,0
59,PK vs DC,PK,Sam Curran,2,0,12,0,18,0,9.00,4,3,0,0,0
59,PK vs DC,PK,Harpreet Brar,4,0,24,0,30,4,7.50,11,5,0,1,0
59,PK vs DC,PK,Nathan Ellis,4,0,24,0,26,2,6.50,6,2,0,1,0
59,PK vs DC,PK,Arshdeep Singh,4,0,24,0,32,0,8.00,8,2,2,0,0
59,PK vs DC,PK,Rahul Chahar,4,0,24,0,16,2,4.00,18,3,0,1,0
59,PK vs DC,PK,Sikandar Raza,1,0,6,0,3,0,3.00,3,0,0,0,0
60,RCB vs RR,RR,Sandeep Sharma,4,0,24,0,34,1,8.50,4,4,0,1,0
60,RCB vs RR,RR,Zampa,4,0,24,0,25,2,6.25,10,2,1,0,0
60,RCB vs RR,RR,Chahal,4,0,24,0,37,0,9.25,4,3,1,1,0
60,RCB vs RR,RR,Ashwin,4,0,24,0,33,0,8.25,5,1,2,1,0
60,RCB vs RR,RR,KM Asif,4,0,24,0,42,2,10.50,8,2,3,1,0
60,RCB vs RR,RCB,Mohammed Siraj,2,0,12,0,10,1,5.00,9,2,0,1,0
60,RCB vs RR,RCB,Wayne Parnell,3,0,18,0,10,3,3.33,12,1,0,1,0
60,RCB vs RR,RCB,Michael Bracewell,3,0,18,0,16,2,5.33,10,1,1,0,0
60,RCB vs RR,RCB,Karn Sharma,1,3,9,0,19,2,12.66,5,0,3,0,0
60,RCB vs RR,RCB,Glenn Maxwell,1,0,6,0,3,1,3.00,4,0,0,0,0
61,CSK vs KKR,KKR,Vaibhav Arora,4,0,24,0,30,1,7.50,7,2,0,1,1
61,CSK vs KKR,KKR,Harshit Rana,2,0,12,0,19,0,9.50,5,2,1,0,0
61,CSK vs KKR,KKR,Chakaravarthy,4,0,24,0,36,2,9.00,5,2,1,1,0
61,CSK vs KKR,KKR,Narine,4,0,24,0,15,2,3.75,10,0,0,0,0
61,CSK vs KKR,KKR,Thakur,3,0,18,0,15,1,5.00,7,1,0,1,0
61,CSK vs KKR,KKR,Suyash Sharma,3,0,18,0,29,0,9.66,6,0,3,0,1
61,CSK vs KKR,CSK,Deepak Chahar,3,0,18,0,27,3,9.00,7,3,1,2,0
61,CSK vs KKR,CSK,Tushar Deshpande,3,3,21,0,25,0,7.14,11,2,1,2,0
61,CSK vs KKR,CSK,Moeen Ali,4,0,24,0,31,0,7.75,8,5,0,0,0
61,CSK vs KKR,CSK,Maheesh Theekshana,3,0,18,0,22,0,7.33,3,2,0,0,0
61,CSK vs KKR,CSK,Matheesha Pathirana,3,0,18,0,23,0,7.66,8,1,0,2,1
61,CSK vs KKR,CSK,Ravindra Jadeja,2,0,12,0,18,0,9.00,4,0,2,0,0
62,GT vs SRH,SRH,Bhuvneshwar,4,0,24,0,30,5,7.50,11,4,0,0,0
62,GT vs SRH,SRH,Marco Jansen,4,0,24,0,39,1,9.75,11,3,1,4,2
62,GT vs SRH,SRH,Fazalhaq Farooqi,3,0,18,0,31,1,10.33,3,4,0,1,0
62,GT vs SRH,SRH,T Natarajan,4,0,24,0,34,1,8.50,4,4,0,0,0
62,GT vs SRH,SRH,Markram (c),1,0,6,0,13,0,13.00,0,2,0,0,0
62,GT vs SRH,SRH,Markande,3,0,18,0,27,0,9.00,3,4,0,0,0
62,GT vs SRH,SRH,Abhishek Sharma,1,0,6,0,13,0,13.00,2,1,1,1,0
62,GT vs SRH,GT,Mohammed Shami,4,0,24,0,21,4,5.25,13,1,1,0,0
62,GT vs SRH,GT,Yash Dayal,4,0,24,0,31,1,7.75,11,4,0,4,0
62,GT vs SRH,GT,Rashid Khan,4,0,24,0,28,0,7.00,6,1,1,0,0
62,GT vs SRH,GT,Mohit Sharma,4,0,24,0,28,4,7.00,12,3,1,0,0
62,GT vs SRH,GT,Noor Ahmad,2,5,17,0,35,0,12.35,3,3,2,1,0
62,GT vs SRH,GT,Rahul Tewatia,1,1,7,0,7,0,6.00,3,1,0,0,0
63,LSG vs MI,MI,Behrendorff,4,0,24,0,30,2,7.50,9,0,2,1,0
63,LSG vs MI,MI,Chris Jordan,4,0,24,0,50,0,12.50,7,3,4,2,0
63,LSG vs MI,MI,Hrithik Shokeen,3,0,18,0,20,0,6.66,9,1,1,0,0
63,LSG vs MI,MI,Chawla,3,0,18,0,26,1,8.66,5,0,2,0,0
63,LSG vs MI,MI,Akash Madhwal,4,0,24,0,30,0,7.50,7,1,1,2,0
63,LSG vs MI,MI,Green,2,0,12,0,16,0,8.00,5,1,1,0,0
63,LSG vs MI,LSG,Krunal Pandya (c),4,0,24,0,27,0,6.75,10,4,0,0,0
63,LSG vs MI,LSG,Mohsin Khan,3,0,18,0,26,1,8.66,8,1,2,2,0
63,LSG vs MI,LSG,Naveen-ul-Haq,4,0,24,0,37,0,9.25,8,1,3,0,1
63,LSG vs MI,LSG,Yash Thakur,4,0,24,0,40,2,10.00,9,2,2,5,1
63,LSG vs MI,LSG,Swapnil Singh,1,0,6,0,11,0,11.00,1,2,0,0,0
63,LSG vs MI,LSG,Ravi Bishnoi,4,0,24,0,26,2,6.50,9,2,0,1,0
64,DC vs PK,PK,Sam Curran,4,0,24,0,36,2,9.00,9,4,1,1,0
64,DC vs PK,PK,Rabada,3,0,18,0,36,0,12.00,8,2,4,0,0
64,DC vs PK,PK,Arshdeep Singh,2,0,12,0,21,0,10.50,4,2,1,2,0
64,DC vs PK,PK,Nathan Ellis,4,0,24,0,46,0,11.50,6,5,2,0,0
64,DC vs PK,PK,Rahul Chahar,4,0,24,0,35,0,8.75,7,4,1,0,0
64,DC vs PK,PK,Harpreet Brar,3,0,18,0,39,0,13.00,2,3,2,2,0
64,DC vs PK,DC,Khaleel Ahmed,3,0,18,1,20,1,6.66,14,1,2,0,1
64,DC vs PK,DC,Ishant Sharma,3,0,18,0,36,2,12.00,10,5,2,0,1
64,DC vs PK,DC,Anrich Nortje,4,0,24,0,36,2,9.00,11,2,3,0,0
64,DC vs PK,DC,Mukesh Kumar,4,0,24,0,52,0,13.00,8,3,5,1,0
64,DC vs PK,DC,Axar Patel,3,0,18,0,27,1,9.00,3,4,0,0,0
64,DC vs PK,DC,Kuldeep Yadav,3,0,18,0,21,0,7.00,4,0,1,1,0
65,SRH vs RCB,RCB,Siraj,4,0,24,0,17,1,4.25,16,2,0,2,0
65,SRH vs RCB,RCB,Parnell,4,0,24,0,35,0,8.75,5,3,1,0,0
65,SRH vs RCB,RCB,M Bracewell,2,0,12,0,13,2,6.50,5,2,0,0,0
65,SRH vs RCB,RCB,Shahbaz Ahmed,3,0,18,0,38,1,12.66,4,4,2,0,0
65,SRH vs RCB,RCB,Harshal Patel,4,0,24,0,37,1,9.25,4,3,1,1,0
65,SRH vs RCB,RCB,Karn Sharma,3,0,18,0,45,0,15.00,0,1,4,1,0
65,SRH vs RCB,SRH,Bhuvneshwar Kumar,4,0,24,0,48,1,12.00,10,7,2,1,0
65,SRH vs RCB,SRH,Abhishek Sharma,3,0,18,0,28,0,9.33,5,3,1,1,0
65,SRH vs RCB,SRH,T Natarajan,4,0,24,0,34,1,8.50,6,3,1,1,0
65,SRH vs RCB,SRH,Kartik Tyagi,1,2,8,0,21,0,15.75,1,4,0,1,0
65,SRH vs RCB,SRH,Nitish Reddy,2,0,12,0,19,0,9.50,3,1,1,0,1
65,SRH vs RCB,SRH,Mayank Dagar,4,0,24,0,25,0,6.25,8,1,1,0,0
65,SRH vs RCB,SRH,Glenn Phillips,1,0,6,0,10,0,10.00,1,1,0,0,0
66,PK vs RR,RR,Boult,4,0,24,0,35,1,8.75,12,3,2,1,0
66,PK vs RR,RR,Sandeep Sharma,4,0,24,0,46,0,11.50,6,3,3,2,1
66,PK vs RR,RR,Navdeep Saini,4,0,24,0,40,3,10.00,9,6,1,1,0
66,PK vs RR,RR,Zampa,4,0,24,0,26,1,6.50,6,2,0,0,0
66,PK vs RR,RR,Chahal,4,0,24,0,40,0,10.00,9,3,3,1,0
66,PK vs RR,PK,Sam Curran,4,0,24,0,46,1,11.50,9,8,1,2,0
66,PK vs RR,PK,Kagiso Rabada,4,0,24,0,40,2,10.00,12,2,4,1,1
66,PK vs RR,PK,Arshdeep Singh,4,0,24,0,40,1,10.00,11,4,2,3,0
66,PK vs RR,PK,Nathan Ellis,4,0,24,0,34,1,8.50,8,3,1,1,0
66,PK vs RR,PK,Rahul Chahar,3,4,22,0,28,1,7.63,5,1,1,0,0
67,CSK vs DC,DC,Khaleel Ahmed,4,0,24,0,45,1,11.25,9,4,3,2,1
67,CSK vs DC,DC,Lalit Yadav,2,0,12,0,32,0,16.00,1,3,2,2,0
67,CSK vs DC,DC,Axar,3,0,18,0,32,0,10.66,3,0,3,0,0
67,CSK vs DC,DC,Nortje,4,0,24,0,43,1,10.75,8,4,3,0,0
67,CSK vs DC,DC,Chetan Sakariya,4,0,24,0,36,1,9.00,9,5,0,3,1
67,CSK vs DC,DC,Kuldeep Yadav,3,0,18,0,34,0,11.33,2,1,3,0,0
67,CSK vs DC,CSK,Deepak Chahar,4,0,24,0,22,3,5.50,14,2,1,0,0
67,CSK vs DC,CSK,Tushar Deshpande,4,0,24,0,26,1,6.50,12,4,0,1,0
67,CSK vs DC,CSK,Maheesh Theekshana,4,0,24,1,23,2,5.75,11,1,1,0,0
67,CSK vs DC,CSK,Ravindra Jadeja,4,0,24,0,50,1,12.50,4,3,4,1,0
67,CSK vs DC,CSK,Matheesha Pathirana,4,0,24,0,22,2,5.50,11,1,0,5,0
68,LSG vs KKR,KKR,Harshit Rana,3,0,18,0,21,1,7.00,11,3,1,0,0
68,LSG vs KKR,KKR,Vaibhav Arora,4,0,24,0,30,2,7.50,9,1,1,3,1
68,LSG vs KKR,KKR,Chakaravarthy,4,0,24,0,38,1,9.50,10,4,2,0,0
68,LSG vs KKR,KKR,Nitish Rana (c),1,0,6,0,3,0,3.00,4,0,0,0,0
68,LSG vs KKR,KKR,Thakur,2,0,12,0,27,2,13.50,3,0,3,1,1
68,LSG vs KKR,KKR,Narine,4,0,24,0,28,2,7.00,8,2,1,1,0
68,LSG vs KKR,KKR,Suyash Sharma,1,0,6,0,12,0,12.00,2,1,1,0,0
68,LSG vs KKR,KKR,Russell,1,0,6,0,12,0,12.00,2,1,1,0,0
68,LSG vs KKR,LSG,Mohsin Khan,1,0,6,0,15,0,15.00,2,2,1,0,0
68,LSG vs KKR,LSG,Naveen-ul-Haq,4,0,24,0,46,0,11.50,8,6,2,0,0
68,LSG vs KKR,LSG,Krunal Pandya (c),4,0,24,0,30,1,7.50,9,5,0,0,0
68,LSG vs KKR,LSG,Krishnappa Gowtham,4,0,24,0,26,1,6.50,9,2,0,2,0
68,LSG vs KKR,LSG,Ravi Bishnoi,4,0,24,0,23,2,5.75,10,1,1,0,0
68,LSG vs KKR,LSG,Yash Thakur,3,0,18,0,31,2,10.33,9,1,3,3,0
69,SRH vs MI,MI,Behrendorff,3,0,18,0,36,0,12.00,7,4,2,3,0
69,SRH vs MI,MI,Green,1,0,6,0,2,0,2.00,4,0,0,0,0
69,SRH vs MI,MI,Chris Jordan,4,0,24,0,42,1,10.50,6,5,1,1,0
69,SRH vs MI,MI,Akash Madhwal,4,0,24,0,37,4,9.25,7,4,1,0,1
69,SRH vs MI,MI,Chawla,4,0,24,0,39,0,9.75,4,3,2,0,0
69,SRH vs MI,MI,Kumar Kartikeya,4,0,24,0,39,0,9.75,6,4,1,1,0
69,SRH vs MI,SRH,Bhuvneshwar Kumar,4,0,24,0,26,1,6.50,8,3,0,0,0
69,SRH vs MI,SRH,Nitish Reddy,3,0,18,0,35,0,11.66,7,1,4,0,0
69,SRH vs MI,SRH,Mayank Dagar,4,0,24,0,37,1,9.25,9,4,2,0,0
69,SRH vs MI,SRH,Kartik Tyagi,2,5,17,0,41,0,14.47,4,6,1,0,3
69,SRH vs MI,SRH,Umran Malik,3,0,18,0,41,0,13.66,3,7,1,0,0
69,SRH vs MI,SRH,Vivrant Sharma,1,0,6,0,19,0,19.00,1,0,2,1,1
69,SRH vs MI,SRH,Aiden Markram (c),0,1,1,0,1,0,6.00,0,0,0,0,0
70,RCB vs GT,GT,Shami,4,0,24,0,39,1,9.75,9,7,0,1,0
70,RCB vs GT,GT,Yash Dayal,4,0,24,0,39,1,9.75,7,5,1,0,0
70,RCB vs GT,GT,Rashid Khan,4,0,24,0,24,1,6.00,5,1,0,0,0
70,RCB vs GT,GT,Noor Ahmad,4,0,24,0,39,2,9.75,6,4,1,2,0
70,RCB vs GT,GT,Mohit Sharma,4,0,24,0,54,0,13.50,2,8,1,2,0
70,RCB vs GT,RCB,Mohammed Siraj,4,0,24,0,32,2,8.00,11,2,2,2,0
70,RCB vs GT,RCB,Wayne Parnell,3,1,19,0,42,0,13.26,7,6,2,1,1
70,RCB vs GT,RCB,Vijaykumar Vyshak,4,0,24,0,40,1,10.00,6,2,2,2,0
70,RCB vs GT,RCB,Himanshu Sharma,3,0,18,0,28,0,9.33,4,3,1,0,0
70,RCB vs GT,RCB,Harshal Patel,4,0,24,0,29,1,7.25,11,2,1,2,0
70,RCB vs GT,RCB,Michael Bracewell,1,0,6,0,16,0,16.00,2,0,2,0,0
Q1,CSK vs GT,GT,Shami,4,0,24,0,28,2,7.00,10,2,1,0,1
Q1,CSK vs GT,GT,Darshan Nalkande,4,0,24,0,44,1,11.00,9,4,2,0,1
Q1,CSK vs GT,GT,Rashid Khan,4,0,24,0,37,1,9.25,5,2,1,0,0
Q1,CSK vs GT,GT,Noor Ahmad,4,0,24,0,29,1,7.25,6,3,0,0,0
Q1,CSK vs GT,GT,Mohit Sharma,4,0,24,0,31,2,7.75,4,3,0,0,0
Q1,CSK vs GT,CSK,Deepak Chahar,4,0,24,0,29,2,7.25,10,2,1,3,0
Q1,CSK vs GT,CSK,Tushar Deshpande,4,0,24,0,43,1,10.75,11,6,2,2,0
Q1,CSK vs GT,CSK,Maheesh Theekshana,4,0,24,0,28,2,7.00,8,1,1,0,0
Q1,CSK vs GT,CSK,Ravindra Jadeja,4,0,24,0,18,2,4.50,12,2,0,0,0
Q1,CSK vs GT,CSK,Matheesha Pathirana,4,0,24,0,37,2,9.25,9,2,1,7,0
EL,MI vs LSG,LSG,Krunal Pandya (c),4,0,24,0,38,0,9.50,7,5,1,0,0
EL,MI vs LSG,LSG,K Gowtham,1,0,6,0,8,0,8.00,4,2,0,0,0
EL,MI vs LSG,LSG,Naveen-ul-Haq,4,0,24,0,38,4,9.50,10,3,2,3,0
EL,MI vs LSG,LSG,Yash Thakur,4,0,24,0,34,3,8.50,12,3,2,2,0
EL,MI vs LSG,LSG,Mohsin Khan,3,0,18,0,24,1,8.00,9,1,2,0,0
EL,MI vs LSG,LSG,Ravi Bishnoi,4,0,24,0,30,0,7.50,4,1,1,1,0
EL,MI vs LSG,MI,Jason Behrendorff,3,0,18,0,21,0,7.00,7,3,0,0,0
EL,MI vs LSG,MI,Akash Madhwal,3,3,21,0,5,5,1.42,17,0,0,0,0
EL,MI vs LSG,MI,Chris Jordan,2,0,12,1,7,1,3.50,9,1,0,0,0
EL,MI vs LSG,MI,Cameron Green,3,0,18,0,15,0,5.00,7,1,0,0,0
EL,MI vs LSG,MI,Hrithik Shokeen,1,0,6,0,18,0,18.00,1,2,1,1,0
EL,MI vs LSG,MI,Piyush Chawla,4,0,24,0,28,1,7.00,9,2,1,2,0
Q2,GT vs MI,MI,Behrendorff,4,0,24,0,28,0,7.00,8,4,0,0,0
Q2,GT vs MI,MI,Green,3,0,18,0,35,0,11.66,4,3,2,0,0
Q2,GT vs MI,MI,Akash Madhwal,4,0,24,0,52,1,13.00,7,3,4,0,2
Q2,GT vs MI,MI,Chris Jordan,4,0,24,0,56,0,14.00,6,6,3,4,0
Q2,GT vs MI,MI,Chawla,3,0,18,0,45,1,15.00,0,2,3,1,0
Q2,GT vs MI,MI,Kumar Kartikeya,2,0,12,0,15,0,7.50,2,0,1,0,0
Q2,GT vs MI,GT,Mohammed Shami,3,0,18,0,41,2,13.66,6,6,2,0,0
Q2,GT vs MI,GT,Hardik Pandya (c),2,0,12,0,24,0,12.00,4,3,1,1,0
Q2,GT vs MI,GT,Rashid Khan,4,0,24,0,33,2,8.25,8,5,0,1,0
Q2,GT vs MI,GT,Noor Ahmad,4,0,24,0,35,0,8.75,8,1,2,1,1
Q2,GT vs MI,GT,Joshua Little,3,0,18,0,26,1,8.66,6,2,1,1,0
Q2,GT vs MI,GT,Mohit Sharma,2,2,14,0,10,5,4.28,9,0,1,0,0
FI,CSK vs GT,CSK,D Chahar,4,0,24,0,38,1,9.50,5,3,1,0,0
FI,CSK vs GT,CSK,Tushar Deshpande,4,0,24,0,56,0,14.00,4,7,3,0,0
FI,CSK vs GT,CSK,M Theekshana,4,0,24,0,36,0,9.00,8,3,2,0,0
FI,CSK vs GT,CSK,Ravindra Jadeja,4,0,24,0,38,1,9.50,3,3,1,0,0
FI,CSK vs GT,CSK,Matheesha Pathirana,4,0,24,0,44,2,11.00,7,4,2,2,0
FI,CSK vs GT,GT,Mohammed Shami,3,0,18,0,29,0,9.66,5,4,0,0,0
FI,CSK vs GT,GT,Hardik Pandya (c),1,0,6,0,14,0,14.00,1,1,1,1,0
FI,CSK vs GT,GT,Rashid Khan,3,0,18,0,44,0,14.66,2,4,3,0,0
FI,CSK vs GT,GT,Noor Ahmad,3,0,18,0,17,2,5.66,6,0,0,3,0
FI,CSK vs GT,GT,Joshua Little,2,0,12,0,30,0,15.00,1,0,3,0,0
FI,CSK vs GT,GT,Mohit Sharma,3,0,18,0,36,3,12.00,4,2,3,0,0
