Match_No,Match,Team,Bowler,Over,Balls,Deliveries,Maiden,Run,Wicket,ECON,0s,4s,6s,WD,NB
1,CSK vs GT,GT,Shami,4,0,24,0,29,2,7.25,13,2,2,0,1
1,CSK vs GT,GT,Hardik Pandya (c),3,0,18,0,28,0,9.33,6,2,2,0,0
1,CSK vs GT,GT,Joshua Little,4,0,24,0,41,1,10.25,10,4,3,0,0
1,CSK vs GT,GT,Rashid Khan,4,0,24,0,26,2,6.50,10,2,1,0,0
1,CSK vs GT,GT,Alzarri Joseph,4,0,24,0,33,2,8.25,8,0,3,0,0
1,CSK vs GT,GT,Yash Dayal,1,0,6,0,14,0,14.00,2,0,2,0,0
1,CSK vs GT,CSK,Deepak Chahar,4,0,24,0,29,0,7.25,9,1,2,0,0
1,CSK vs GT,CSK,Tushar Deshpande,3,2,20,0,51,1,15.30,5,4,4,1,1
1,CSK vs GT,CSK,Rajvardhan Hangargekar,4,0,24,0,36,3,9.00,10,4,1,3,1
1,CSK vs GT,CSK,Mitchell Santner,4,0,24,0,32,0,8.00,7,5,0,0,0
1,CSK vs GT,CSK,Ravindra Jadeja,4,0,24,0,28,1,7.00,9,1,1,0,0
2,PK vs KKR,KKR,Umesh,4,0,24,0,27,1,6.75,11,2,1,0,0
2,PK vs KKR,KKR,Southee,4,0,24,0,54,2,13.50,7,6,3,0,0
2,PK vs KKR,KKR,Narine,4,0,24,0,40,1,10.00,8,3,2,1,0
2,PK vs KKR,KKR,Chakaravarthy,4,0,24,0,26,1,6.50,10,2,1,1,0
2,PK vs KKR,KKR,Thakur,4,0,24,0,43,0,10.75,7,4,2,0,1
2,PK vs KKR,PK,Sam Curran,3,0,18,0,38,1,12.66,4,3,3,0,0
2,PK vs KKR,PK,Arshdeep Singh,3,0,18,0,19,3,6.33,10,2,1,0,0
2,PK vs KKR,PK,Nathan Ellis,3,0,18,0,27,1,9.00,8,2,1,0,2
2,PK vs KKR,PK,Sikandar Raza,3,0,18,0,25,1,8.33,5,3,0,1,0
2,PK vs KKR,PK,Rishi Dhawan,1,0,6,0,15,0,15.00,2,2,1,0,0
2,PK vs KKR,PK,Rahul Chahar,2,0,12,0,12,1,6.00,5,0,1,0,0
2,PK vs KKR,PK,Harpreet Brar,1,0,6,0,7,0,7.00,3,1,0,0,0
3,LSG vs DC,DC,Khaleel Ahmed,4,0,24,0,30,2,7.50,15,3,2,1,0
3,LSG vs DC,DC,Mukesh Kumar,4,0,24,0,34,0,8.50,5,0,2,1,0
3,LSG vs DC,DC,Chetan Sakariya,4,0,24,0,53,2,13.25,8,1,6,3,0
3,LSG vs DC,DC,Axar,4,0,24,0,38,1,9.50,8,1,3,0,0
3,LSG vs DC,DC,Kuldeep Yadav,4,0,24,0,35,1,8.75,7,0,3,0,0
3,LSG vs DC,LSG,Kyle Mayers,1,0,6,0,7,0,7.00,3,1,0,1,0
3,LSG vs DC,LSG,Jaydev Unadkat,3,0,18,0,39,0,13.00,3,5,0,2,0
3,LSG vs DC,LSG,Krishnappa Gowtham,4,0,24,0,23,0,5.75,9,2,0,1,0
3,LSG vs DC,LSG,Avesh Khan,4,0,24,0,29,2,7.25,12,3,1,0,0
3,LSG vs DC,LSG,Mark Wood,4,0,24,0,14,5,3.50,17,1,0,1,1
3,LSG vs DC,LSG,Ravi Bishnoi,4,0,24,0,31,2,7.75,8,3,1,0,0
4,RR vs SRH,SRH,Bhuvneshwar (c),3,0,18,0,36,0,12.00,6,4,2,1,0
4,RR vs SRH,SRH,Fazalhaq Farooqi,4,0,24,0,41,2,10.25,11,7,0,0,0
4,RR vs SRH,SRH,Washington Sundar,3,0,18,0,32,0,10.66,5,1,3,0,0
4,RR vs SRH,SRH,T Natarajan,3,0,18,0,23,2,7.66,7,4,0,0,0
4,RR vs SRH,SRH,Adil Rashid,4,0,24,0,33,0,8.25,6,1,2,0,0
4,RR vs SRH,SRH,Umran Malik,3,0,18,0,32,1,10.66,4,4,1,1,0
4,RR vs SRH,RR,Trent Boult,4,0,24,1,21,2,5.25,15,2,1,0,0
4,RR vs SRH,RR,KM Asif,3,0,18,0,15,0,5.00,9,1,0,1,0
4,RR vs SRH,RR,Jason Holder,3,0,18,0,16,1,5.33,10,1,1,0,0
4,RR vs SRH,RR,Ravichandran Ashwin,4,0,24,0,27,1,6.75,10,1,1,2,0
4,RR vs SRH,RR,Yuzvendra Chahal,4,0,24,0,17,4,4.25,11,0,0,0,0
4,RR vs SRH,RR,Navdeep Saini,2,0,12,0,34,0,17.00,3,3,2,0,3
5,MI vs RCB,RCB,Siraj,4,0,24,0,21,1,5.25,16,2,0,6,0
5,MI vs RCB,RCB,R Topley,2,0,12,0,14,1,7.00,7,3,0,0,0
5,MI vs RCB,RCB,Akash Deep,3,0,18,0,29,1,9.66,7,2,2,0,0
5,MI vs RCB,RCB,Harshal Patel,4,0,24,0,43,1,10.75,6,3,2,1,1
5,MI vs RCB,RCB,Karn Sharma,4,0,24,0,32,2,8.00,7,1,2,1,0
5,MI vs RCB,RCB,M Bracewell,2,0,12,0,16,1,8.00,6,3,0,0,0
5,MI vs RCB,RCB,Maxwell,1,0,6,0,16,0,16.00,0,1,1,1,0
5,MI vs RCB,MI,Jason Behrendorff,3,0,18,0,37,0,12.33,6,3,3,0,0
5,MI vs RCB,MI,Arshad Khan,2,2,14,0,28,1,12.00,7,2,2,4,0
5,MI vs RCB,MI,Jofra Archer,4,0,24,0,33,0,8.25,10,2,2,0,0
5,MI vs RCB,MI,Piyush Chawla,4,0,24,0,26,0,6.50,11,2,1,0,0
5,MI vs RCB,MI,Cameron Green,2,0,12,0,30,1,15.00,4,2,3,0,0
5,MI vs RCB,MI,Hrithik Shokeen,1,0,6,0,17,0,17.00,0,0,2,0,0
6,CSK vs LSG,LSG,K Mayers,2,0,12,0,16,0,8.00,1,1,0,1,0
6,CSK vs LSG,LSG,Avesh Khan,3,0,18,0,39,1,13.00,4,6,0,1,0
6,CSK vs LSG,LSG,Krunal Pandya,2,0,12,0,21,0,10.50,4,1,2,0,0
6,CSK vs LSG,LSG,K Gowtham,1,0,6,0,20,0,20.00,2,0,3,0,0
6,CSK vs LSG,LSG,Mark Wood,4,0,24,0,49,3,12.25,9,3,5,0,0
6,CSK vs LSG,LSG,Yash Thakur,4,0,24,0,36,0,9.00,4,3,1,0,1
6,CSK vs LSG,LSG,Ravi Bishnoi,4,0,24,0,28,3,7.00,13,1,2,1,0
6,CSK vs LSG,CSK,Deepak Chahar,4,0,24,0,55,0,13.75,6,7,1,5,0
6,CSK vs LSG,CSK,Ben Stokes,1,0,6,0,18,0,18.00,0,2,1,0,0
6,CSK vs LSG,CSK,Tushar Deshpande,4,0,24,0,45,2,11.25,7,2,2,4,3
6,CSK vs LSG,CSK,Moeen Ali,4,0,24,0,26,4,6.50,10,0,1,1,0
6,CSK vs LSG,CSK,Mitchell Santner,4,0,24,0,21,1,5.25,9,0,1,0,0
6,CSK vs LSG,CSK,RS Hangargekar,2,0,12,0,24,0,12.00,4,2,1,3,0
6,CSK vs LSG,CSK,Ravindra Jadeja,1,0,6,0,14,0,14.00,2,0,2,0,0
7,DC vs GT,GT,Shami,4,0,24,0,41,3,10.25,15,5,1,4,0
7,DC vs GT,GT,Joshua Little,4,0,24,0,27,0,6.75,11,2,1,0,0
7,DC vs GT,GT,Hardik Pandya (c),3,0,18,0,18,0,6.00,6,2,0,0,0
7,DC vs GT,GT,Alzarri Joseph,4,0,24,0,29,2,7.25,13,3,1,1,0
7,DC vs GT,GT,Yash Dayal,1,0,6,0,12,0,12.00,0,0,1,0,0
7,DC vs GT,GT,Rashid Khan,4,0,24,0,31,3,7.75,9,2,2,0,0
7,DC vs GT,DC,Khaleel Ahmed,4,0,24,0,38,1,9.50,9,5,1,1,0
7,DC vs GT,DC,Mukesh Kumar,4,0,24,0,42,0,10.50,8,5,2,1,0
7,DC vs GT,DC,Anrich Nortje,4,0,24,0,39,2,9.75,9,3,2,0,2
7,DC vs GT,DC,Mitchell Marsh,3,1,19,0,24,1,7.57,4,1,0,1,0
7,DC vs GT,DC,Kuldeep Yadav,3,0,18,0,18,0,6.00,5,1,0,1,0
8,PK vs RR,RR,Boult,4,0,24,0,38,0,9.50,8,3,2,1,0
8,PK vs RR,RR,KM Asif,4,0,24,0,54,0,13.50,7,5,3,3,1
8,PK vs RR,RR,Ashwin,4,0,24,0,25,1,6.25,7,2,0,1,0
8,PK vs RR,RR,Holder,4,0,24,0,29,2,7.25,7,2,1,0,0
8,PK vs RR,RR,Chahal,4,0,24,0,50,1,12.50,5,7,1,1,0
8,PK vs RR,PK,Sam Curran,4,0,24,0,44,0,11.00,7,3,3,0,0
8,PK vs RR,PK,Arshdeep Singh,4,0,24,0,47,2,11.75,10,4,3,3,0
8,PK vs RR,PK,Harpreet Brar,2,0,12,0,15,0,7.50,5,2,0,0,0
8,PK vs RR,PK,Nathan Ellis,4,0,24,0,30,4,7.50,11,2,2,0,0
8,PK vs RR,PK,Rahul Chahar,4,0,24,0,31,0,7.75,5,1,1,0,0
8,PK vs RR,PK,Sikandar Raza,2,0,12,0,24,0,12.00,2,1,1,2,0
9,KKR vs RCB,RCB,Siraj,4,0,24,0,44,1,11.00,13,6,1,3,1
9,KKR vs RCB,RCB,Willey,4,0,24,1,16,2,4.00,15,2,0,1,0
9,KKR vs RCB,RCB,Akash Deep,2,0,12,0,30,0,15.00,4,2,2,1,2
9,KKR vs RCB,RCB,M Bracewell,3,0,18,0,34,1,11.33,3,1,3,0,0
9,KKR vs RCB,RCB,Shahbaz Ahmed,1,0,6,0,6,0,6.00,3,1,0,0,0
9,KKR vs RCB,RCB,Karn Sharma,3,0,18,0,26,2,8.66,6,2,1,0,0
9,KKR vs RCB,RCB,Harshal Patel,3,0,18,0,38,1,12.66,5,4,2,1,0
9,KKR vs RCB,KKR,Umesh Yadav,2,0,12,0,17,0,8.50,5,3,0,0,0
9,KKR vs RCB,KKR,Tim Southee,2,0,12,0,25,0,12.50,5,2,2,0,0
9,KKR vs RCB,KKR,Sunil Narine,4,0,24,0,16,2,4.00,12,1,0,0,0
9,KKR vs RCB,KKR,Varun Chakaravarthy,3,4,22,0,15,4,4.09,13,2,0,0,0
9,KKR vs RCB,KKR,Suyash Sharma,4,0,24,0,30,3,7.50,11,2,2,1,0
9,KKR vs RCB,KKR,Shardul Thakur,2,0,12,0,15,1,7.50,4,2,0,0,0
10,SRH vs LSG,LSG,K Mayers,1,0,6,0,5,0,5.00,1,0,0,0,0
10,SRH vs LSG,LSG,Jaydev Unadkat,3,0,18,0,26,0,8.66,9,0,3,1,0
10,SRH vs LSG,LSG,Krunal Pandya,4,0,24,0,18,3,4.50,15,3,0,0,0
10,SRH vs LSG,LSG,Yash Thakur,3,0,18,0,23,1,7.66,6,3,0,0,0
10,SRH vs LSG,LSG,Ravi Bishnoi,4,0,24,0,16,1,4.00,10,0,0,1,0
10,SRH vs LSG,LSG,Deepak Hooda,1,0,6,0,8,0,8.00,1,1,0,0,0
10,SRH vs LSG,LSG,Amit Mishra,4,0,24,0,23,2,5.75,10,3,0,0,0
10,SRH vs LSG,SRH,Bhuvneshwar Kumar,2,0,12,0,19,1,9.50,7,1,1,1,0
10,SRH vs LSG,SRH,Washington Sundar,1,0,6,0,11,0,11.00,1,2,0,0,0
10,SRH vs LSG,SRH,Fazalhaq Farooqi,3,0,18,0,13,1,4.33,12,2,0,1,0
10,SRH vs LSG,SRH,Aiden Markram (c),2,0,12,0,14,0,7.00,5,2,0,0,0
10,SRH vs LSG,SRH,Adil Rashid,3,0,18,0,23,2,7.66,8,2,1,0,0
10,SRH vs LSG,SRH,T Natarajan,3,0,18,0,23,0,7.66,7,1,1,1,0
10,SRH vs LSG,SRH,Umran Malik,2,0,12,0,22,1,11.00,7,3,0,2,0
11,RR vs DC,DC,Khaleel Ahmed,2,0,12,0,31,0,15.50,3,6,0,2,0
11,RR vs DC,DC,Nortje,4,0,24,0,44,0,11.00,10,6,2,0,0
11,RR vs DC,DC,Mukesh Kumar,4,0,24,0,36,2,9.00,8,3,2,0,0
11,RR vs DC,DC,Axar,4,0,24,0,38,0,9.50,6,5,1,0,0
11,RR vs DC,DC,Kuldeep Yadav,4,0,24,0,31,1,7.75,8,2,1,0,0
11,RR vs DC,DC,Rovman Powell,2,0,12,0,18,1,9.00,4,1,1,1,1
11,RR vs DC,RR,Trent Boult,4,0,24,1,29,3,7.25,11,5,0,0,0
11,RR vs DC,RR,Sandeep Sharma,4,0,24,0,20,1,5.00,11,2,0,1,0
11,RR vs DC,RR,Ravichandran Ashwin,4,0,24,0,25,2,6.25,10,2,0,3,0
11,RR vs DC,RR,Jason Holder,3,0,18,0,28,0,9.33,4,4,0,1,0
11,RR vs DC,RR,Yuzvendra Chahal,4,0,24,0,27,3,6.75,8,2,0,2,0
11,RR vs DC,RR,Murugan Ashwin,1,0,6,0,11,0,11.00,0,0,0,0,1
12,MI vs CSK,CSK,D Chahar,1,0,6,0,10,0,10.00,2,2,0,0,0
12,MI vs CSK,CSK,Tushar Deshpande,3,0,18,0,31,2,10.33,9,2,3,1,0
12,MI vs CSK,CSK,Magala,4,0,24,0,37,1,9.25,4,5,0,0,0
12,MI vs CSK,CSK,Santner,4,0,24,0,28,2,7.00,6,3,0,0,0
12,MI vs CSK,CSK,Ravindra Jadeja,4,0,24,0,20,3,5.00,9,0,1,0,0
12,MI vs CSK,CSK,Pretorius,4,0,24,0,28,0,7.00,9,3,0,4,0
12,MI vs CSK,MI,Jason Behrendorff,3,0,18,0,24,1,8.00,9,2,1,1,0
12,MI vs CSK,MI,Arshad Khan,2,1,13,0,35,0,16.15,2,5,1,3,0
12,MI vs CSK,MI,Cameron Green,3,0,18,0,20,0,6.66,6,0,1,1,0
12,MI vs CSK,MI,Piyush Chawla,4,0,24,0,33,1,8.25,8,5,0,0,0
12,MI vs CSK,MI,Kumar Kartikeya,4,0,24,0,24,1,6.00,6,0,1,0,0
12,MI vs CSK,MI,Hrithik Shokeen,2,0,12,0,19,0,9.50,4,2,1,0,0
13,GT vs KKR,KKR,Umesh,3,0,18,0,24,0,8.00,7,4,0,1,0
13,GT vs KKR,KKR,Thakur,3,0,18,0,40,0,13.33,4,3,3,1,0
13,GT vs KKR,KKR,Lockie Ferguson,4,0,24,0,40,0,10.00,8,3,2,1,1
13,GT vs KKR,KKR,Narine,4,0,24,0,33,3,8.25,8,3,1,1,0
13,GT vs KKR,KKR,Chakaravarthy,2,0,12,0,27,0,13.50,1,2,1,1,0
13,GT vs KKR,KKR,Suyash Sharma,4,0,24,0,35,1,8.75,6,3,0,1,0
13,GT vs KKR,GT,Mohammed Shami,4,0,24,0,28,1,7.00,10,2,1,0,0
13,GT vs KKR,GT,Joshua Little,4,0,24,0,45,1,11.25,9,4,3,3,0
13,GT vs KKR,GT,Alzarri Joseph,4,0,24,0,27,2,6.75,14,2,2,0,0
13,GT vs KKR,GT,Yash Dayal,4,0,24,0,69,0,17.25,4,3,8,0,0
13,GT vs KKR,GT,Rashid Khan (c),4,0,24,0,37,3,9.25,6,4,1,0,0
14,PK vs SRH,SRH,Bhuvneshwar,4,0,24,0,33,1,8.25,13,6,0,3,0
14,PK vs SRH,SRH,Marco Jansen,3,0,18,1,16,2,5.33,14,2,1,1,0
14,PK vs SRH,SRH,T Natarajan,4,0,24,0,40,0,10.00,10,3,3,0,0
14,PK vs SRH,SRH,Washington Sundar,1,0,6,0,6,0,6.00,3,1,0,0,0
14,PK vs SRH,SRH,Markande,4,0,24,0,15,4,3.75,15,2,0,0,0
14,PK vs SRH,SRH,Umran Malik,4,0,24,0,32,2,8.00,14,3,2,1,0
14,PK vs SRH,PK,Sam Curran,3,0,18,0,14,0,4.66,8,1,0,0,0
14,PK vs SRH,PK,Arshdeep Singh,3,0,18,0,20,1,6.66,10,4,0,0,0
14,PK vs SRH,PK,Harpreet Brar,3,1,19,0,26,0,8.21,8,5,0,0,0
14,PK vs SRH,PK,Nathan Ellis,3,0,18,0,28,0,9.33,5,5,0,0,0
14,PK vs SRH,PK,Rahul Chahar,3,0,18,0,28,1,9.33,8,4,1,0,0
14,PK vs SRH,PK,Mohit Rathee,2,0,12,0,29,0,14.50,3,3,2,0,0
15,RCB vs LSG,LSG,Jaydev Unadkat,2,0,12,0,27,0,13.50,3,2,2,1,0
15,RCB vs LSG,LSG,Avesh Khan,4,0,24,0,53,0,13.25,8,5,4,0,0
15,RCB vs LSG,LSG,Krunal Pandya,4,0,24,0,35,0,8.75,5,2,2,0,0
15,RCB vs LSG,LSG,Mark Wood,4,0,24,1,32,1,8.00,12,1,3,2,0
15,RCB vs LSG,LSG,Ravi Bishnoi,4,0,24,0,39,0,9.75,5,1,3,1,0
15,RCB vs LSG,LSG,Amit Mishra,2,0,12,0,18,1,9.00,2,1,1,0,0
15,RCB vs LSG,RCB,Mohammed Siraj,4,0,24,0,22,3,5.50,16,3,0,4,0
15,RCB vs LSG,RCB,David Willey,4,0,24,0,32,0,8.00,6,2,1,1,0
15,RCB vs LSG,RCB,Wayne Parnell,4,0,24,0,41,3,10.25,6,5,1,3,0
15,RCB vs LSG,RCB,Harshal Patel,4,0,24,0,48,2,12.00,5,4,3,0,0
15,RCB vs LSG,RCB,Karn Sharma,3,0,18,0,48,1,16.00,5,3,5,1,0
15,RCB vs LSG,RCB,Shahbaz Ahmed,1,0,6,0,15,0,15.00,1,0,2,0,0
16,DC vs MI,MI,Behrendorff,3,0,18,0,23,3,7.66,8,1,2,0,0
16,DC vs MI,MI,Arshad Khan,1,0,6,0,12,0,12.00,1,2,0,1,0
16,DC vs MI,MI,Green,3,0,18,0,30,0,10.00,4,5,0,1,0
16,DC vs MI,MI,Hrithik Shokeen,4,0,24,0,43,1,10.75,10,4,2,1,1
16,DC vs MI,MI,Riley Meredith,3,4,22,0,34,2,9.27,10,5,1,0,1
16,DC vs MI,MI,Chawla,4,0,24,0,22,3,5.50,9,2,0,0,0
16,DC vs MI,MI,Tilak Varma,1,0,6,0,7,0,7.00,3,1,0,1,0
16,DC vs MI,DC,Mukesh Kumar,2,0,12,0,30,2,15.00,6,3,3,0,0
16,DC vs MI,DC,Mustafizur Rahman,4,0,24,0,38,1,9.50,11,5,2,0,0
16,DC vs MI,DC,Anrich Nortje,4,0,24,0,35,0,8.75,8,2,2,0,0
16,DC vs MI,DC,Lalit Yadav,4,0,24,0,23,0,5.75,10,1,1,1,0
16,DC vs MI,DC,Axar Patel,4,0,24,0,20,0,5.00,12,2,0,1,0
16,DC vs MI,DC,Kuldeep Yadav,2,0,12,0,23,0,11.50,2,1,2,0,0
17,RR vs CSK,CSK,Akash Singh,4,0,24,0,40,2,10.00,7,2,3,1,0
17,RR vs CSK,CSK,Tushar Deshpande,4,0,24,0,37,2,9.25,7,4,1,1,0
17,RR vs CSK,CSK,M Theekshana,4,0,24,0,42,0,10.50,4,5,1,0,0
17,RR vs CSK,CSK,Ravindra Jadeja,4,0,24,0,21,2,5.25,11,0,0,3,0
17,RR vs CSK,CSK,Moeen,2,0,12,0,21,1,10.50,3,0,2,0,0
17,RR vs CSK,CSK,Magala,2,0,12,0,14,0,7.00,2,0,0,1,0
17,RR vs CSK,RR,Sandeep Sharma,3,0,18,0,30,1,10.00,6,1,2,2,0
17,RR vs CSK,RR,Kuldeep Sen,2,0,12,0,8,0,4.00,4,0,0,0,0
17,RR vs CSK,RR,Jason Holder,3,0,18,0,37,0,12.33,4,4,2,1,0
17,RR vs CSK,RR,Adam Zampa,4,0,24,0,43,1,10.75,5,4,1,1,0
17,RR vs CSK,RR,Ravichandran Ashwin,4,0,24,0,25,2,6.25,10,1,1,2,0
17,RR vs CSK,RR,Yuzvendra Chahal,4,0,24,0,27,2,6.75,8,2,0,1,0
18,PK vs GT,GT,Shami,4,0,24,0,44,1,11.00,9,7,1,1,0
18,PK vs GT,GT,Joshua Little,4,0,24,0,31,1,7.75,11,3,1,3,0
18,PK vs GT,GT,Alzarri Joseph,4,0,24,0,32,1,8.00,11,1,2,5,0
18,PK vs GT,GT,Rashid Khan,4,0,24,0,26,1,6.50,13,3,1,0,0
18,PK vs GT,GT,Mohit Sharma,4,0,24,0,18,2,4.50,12,2,0,0,0
18,PK vs GT,PK,Arshdeep Singh,4,0,24,0,33,1,8.25,8,5,0,0,0
18,PK vs GT,PK,Kagiso Rabada,4,0,24,0,36,1,9.00,11,5,1,0,0
18,PK vs GT,PK,Harpreet Brar,4,0,24,0,20,1,5.00,8,1,0,0,0
18,PK vs GT,PK,Sam Curran,3,5,23,0,25,1,6.52,7,2,0,0,0
18,PK vs GT,PK,Rahul Chahar,3,0,18,0,24,0,8.00,4,3,0,0,0
18,PK vs GT,PK,Matthew Short,1,0,6,0,8,0,8.00,1,1,0,0,0
19,SRH vs KKR,KKR,Umesh,3,0,18,0,42,0,14.00,3,3,3,1,0
19,SRH vs KKR,KKR,Lockie Ferguson,2,0,12,0,37,0,18.50,4,5,1,1,1
19,SRH vs KKR,KKR,Narine,4,0,24,0,28,0,7.00,7,1,1,2,0
19,SRH vs KKR,KKR,Russell,2,1,13,0,22,3,10.15,4,2,1,2,0
19,SRH vs KKR,KKR,Chakaravarthy,4,0,24,0,41,1,10.25,4,3,2,1,0
19,SRH vs KKR,KKR,Suyash Sharma,4,0,24,0,44,0,11.00,8,4,3,0,0
19,SRH vs KKR,KKR,Thakur,0,5,5,0,14,0,16.80,0,3,0,0,0
19,SRH vs KKR,SRH,Bhuvneshwar Kumar,4,0,24,1,29,1,7.25,10,4,0,1,0
19,SRH vs KKR,SRH,Marco Jansen,4,0,24,0,37,2,9.25,12,1,3,4,2
19,SRH vs KKR,SRH,T Natarajan,4,0,24,0,54,1,13.50,6,6,3,1,0
19,SRH vs KKR,SRH,Umran Malik,2,0,12,0,36,1,18.00,3,4,3,0,0
19,SRH vs KKR,SRH,Mayank Markande,4,0,24,0,27,2,6.75,10,2,1,0,0
19,SRH vs KKR,SRH,Washington Sundar,2,0,12,0,20,0,10.00,2,1,1,0,0
20,RCB vs DC,DC,Nortje,4,0,24,0,31,0,7.75,9,3,0,2,1
20,RCB vs DC,DC,Axar,3,0,18,0,25,1,8.33,9,0,3,0,0
20,RCB vs DC,DC,Mustafizur,3,0,18,0,41,0,13.66,2,5,2,0,0
20,RCB vs DC,DC,Mitchell Marsh,2,0,12,0,18,2,9.00,5,2,1,0,0
20,RCB vs DC,DC,Lalit Yadav,4,0,24,0,29,1,7.25,7,0,2,1,0
20,RCB vs DC,DC,Kuldeep Yadav,4,0,24,1,23,2,5.75,10,3,0,0,0
20,RCB vs DC,RCB,Mohammed Siraj,4,0,24,0,23,2,5.75,14,4,0,0,0
20,RCB vs DC,RCB,Wayne Parnell,4,0,24,0,28,1,7.00,10,3,1,0,0
20,RCB vs DC,RCB,Vijaykumar Vyshak,4,0,24,0,20,3,5.00,11,2,0,0,0
20,RCB vs DC,RCB,Shahbaz Ahmed,1,0,6,0,11,0,11.00,0,1,0,0,0
20,RCB vs DC,RCB,Wanindu Hasaranga,3,0,18,0,37,1,12.33,4,5,1,0,0
20,RCB vs DC,RCB,Harshal Patel,4,0,24,0,32,1,8.00,7,3,0,3,0
21,LSG vs PK,PK,Matthew Short,2,0,12,0,10,0,5.00,7,0,1,0,0
21,LSG vs PK,PK,Arshdeep Singh,3,0,18,0,22,1,7.33,7,3,0,1,0
21,LSG vs PK,PK,Rabada,4,0,24,0,34,2,8.50,11,2,2,2,0
21,LSG vs PK,PK,Sam Curran (c),4,0,24,0,31,3,7.75,9,2,1,2,0
21,LSG vs PK,PK,Harpreet Brar,2,0,12,0,10,1,5.00,6,1,0,0,0
21,LSG vs PK,PK,Raza,2,0,12,0,19,1,9.50,2,2,0,0,1
21,LSG vs PK,PK,Rahul Chahar,3,0,18,0,28,0,9.33,5,1,2,1,0
21,LSG vs PK,LSG,Yudhvir Singh Charak,3,0,18,0,19,2,6.33,11,4,0,0,0
21,LSG vs PK,LSG,Avesh Khan,3,0,18,0,24,0,8.00,8,4,0,1,0
21,LSG vs PK,LSG,Mark Wood,4,0,24,0,35,2,8.75,10,2,2,2,0
21,LSG vs PK,LSG,Krishnappa Gowtham,4,0,24,0,31,1,7.75,10,1,2,1,0
21,LSG vs PK,LSG,Krunal Pandya,3,0,18,0,32,1,10.66,6,3,2,0,0
21,LSG vs PK,LSG,Ravi Bishnoi,2,3,15,0,18,2,7.20,7,2,0,1,0
22,KKR vs MI,MI,Arjun Tendulkar,2,0,12,0,17,0,8.50,6,1,1,1,0
22,KKR vs MI,MI,Green,2,0,12,0,20,1,10.00,6,1,1,2,0
22,KKR vs MI,MI,Duan Jansen,4,0,24,0,53,1,13.25,6,3,4,4,0
22,KKR vs MI,MI,Chawla,4,0,24,0,19,1,4.75,10,1,0,0,0
22,KKR vs MI,MI,Hrithik Shokeen,4,0,24,0,34,2,8.50,7,3,1,1,0
22,KKR vs MI,MI,Riley Meredith,4,0,24,0,40,1,10.00,9,3,3,0,0
22,KKR vs MI,KKR,Umesh Yadav,2,0,12,0,19,0,9.50,6,1,2,0,0
22,KKR vs MI,KKR,Shardul Thakur,2,0,12,0,25,1,12.50,2,3,1,1,0
22,KKR vs MI,KKR,Sunil Narine,3,0,18,0,41,0,13.66,4,3,3,1,0
22,KKR vs MI,KKR,Suyash Sharma,4,0,24,0,27,2,6.75,11,3,1,0,0
22,KKR vs MI,KKR,Varun Chakaravarthy,4,0,24,0,38,1,9.50,10,2,3,1,0
22,KKR vs MI,KKR,Lockie Ferguson,1,4,10,0,19,1,11.40,4,1,2,0,0
22,KKR vs MI,KKR,Andre Russell,1,0,6,0,17,0,17.00,1,2,1,0,0
23,GT vs RR,RR,Boult,4,0,24,0,46,1,11.50,6,4,2,2,0
23,GT vs RR,RR,Sandeep Sharma,4,0,24,0,25,2,6.25,10,3,0,1,0
23,GT vs RR,RR,Zampa,4,0,24,0,32,1,8.00,9,2,2,0,0
23,GT vs RR,RR,Ashwin,4,0,24,0,37,0,9.25,5,4,1,0,0
23,GT vs RR,RR,Chahal,4,0,24,0,36,1,9.00,3,0,2,1,0
23,GT vs RR,GT,Mohammed Shami,4,0,24,1,25,3,6.25,18,1,3,1,0
23,GT vs RR,GT,Hardik Pandya (c),4,0,24,0,24,1,6.00,14,3,1,0,0
23,GT vs RR,GT,Alzarri Joseph,3,0,18,0,47,0,15.66,2,3,4,0,0
23,GT vs RR,GT,Rashid Khan,4,0,24,0,46,2,11.50,7,1,5,0,0
23,GT vs RR,GT,Mohit Sharma,2,0,12,0,7,0,3.50,5,0,0,0,0
23,GT vs RR,GT,Noor Ahmad,2,2,14,0,29,1,12.42,3,2,2,1,0
24,CSK vs RCB,RCB,Siraj,4,0,24,0,30,1,7.50,10,1,2,1,0
24,CSK vs RCB,RCB,Parnell,4,0,24,0,48,1,12.00,7,3,4,0,0
24,CSK vs RCB,RCB,Vijaykumar Vyshak,4,0,24,0,62,1,15.50,3,5,5,0,0
24,CSK vs RCB,RCB,Maxwell,2,4,16,0,28,1,10.50,4,0,3,1,0
24,CSK vs RCB,RCB,W Hasaranga,2,0,12,0,21,1,10.50,1,1,1,0,0
24,CSK vs RCB,RCB,Harshal Patel,3,2,20,0,36,1,10.80,8,2,2,2,2
24,CSK vs RCB,CSK,Akash Singh,3,0,18,0,35,1,11.66,9,3,3,0,0
24,CSK vs RCB,CSK,Tushar Deshpande,4,0,24,0,45,3,11.25,9,5,2,3,0
24,CSK vs RCB,CSK,Maheesh Theekshana,4,0,24,0,41,1,10.25,4,1,3,1,0
24,CSK vs RCB,CSK,Ravindra Jadeja,4,0,24,0,37,0,9.25,3,0,3,0,0
24,CSK vs RCB,CSK,Matheesha Pathirana,4,0,24,0,42,2,10.50,9,3,3,2,0
