Match_No,Match,Team,Batsman,Out,Runs,Balls,4s,6s,Strike_Rate
46,PK vs MI,PK,Prabhsimran,Yes,9,7,1,0,128.57
46,PK vs MI,PK,Dhawan (c),Yes,30,20,5,0,150
46,PK vs MI,PK,Matthew Short,Yes,27,26,2,1,103.85
46,PK vs MI,PK,Livingstone,No,82,42,7,4,195.24
46,PK vs MI,PK,Jitesh Sharma (wk),No,49,27,5,2,181.48
46,PK vs MI,MI,Rohit Sharma (c),Yes,0,3,0,0,0
46,PK vs MI,MI,Ishan Kishan (wk),Yes,75,41,7,4,182.93
46,PK vs MI,MI,Cameron Green,Yes,23,18,4,0,127.78
46,PK vs MI,MI,Suryakumar Yadav,Yes,66,31,8,2,212.9
46,PK vs MI,MI,Tim David,No,19,10,3,0,190
46,PK vs MI,MI,Tilak Varma,No,26,10,1,3,260
47,KKR vs SRH,KKR,Jason Roy,Yes,20,19,4,0,105.26
47,KKR vs SRH,KKR,Gurbaz (wk),Yes,0,1,0,0,0
47,KKR vs SRH,KKR,Venkatesh Iyer,Yes,7,4,1,0,175
47,KKR vs SRH,KKR,Nitish Rana (c),Yes,42,31,3,3,135.48
47,KKR vs SRH,KKR,Rinku Singh,Yes,46,35,4,1,131.43
47,KKR vs SRH,KKR,Russell,Yes,24,15,1,2,160
47,KKR vs SRH,KKR,Narine,Yes,1,2,0,0,50
47,KKR vs SRH,KKR,Thakur,Yes,8,6,1,0,133.33
47,KKR vs SRH,KKR,Anukul Roy,No,13,7,2,0,185.71
47,KKR vs SRH,KKR,Harshit Rana,Yes,0,1,0,0,0
47,KKR vs SRH,KKR,Vaibhav Arora,No,2,1,0,0,200
47,KKR vs SRH,SRH,Abhishek Sharma,Yes,9,10,1,0,90
47,KKR vs SRH,SRH,Mayank Agarwal,Yes,18,11,2,1,163.64
47,KKR vs SRH,SRH,Rahul Tripathi,Yes,20,9,3,1,222.22
47,KKR vs SRH,SRH,Aiden Markram (c),Yes,41,40,4,0,102.5
47,KKR vs SRH,SRH,Harry Brook,Yes,0,4,0,0,0
47,KKR vs SRH,SRH,Heinrich Klaasen (wk),Yes,36,20,1,3,180
47,KKR vs SRH,SRH,Abdul Samad,Yes,21,18,3,0,116.67
47,KKR vs SRH,SRH,Marco Jansen,Yes,1,4,0,0,25
47,KKR vs SRH,SRH,Bhuvneshwar Kumar,No,5,5,1,0,100
47,KKR vs SRH,SRH,Mayank Markande,No,1,2,0,0,50
48,RR vs GT,RR,Yashasvi Jaiswal,Yes,14,11,1,1,127.27
48,RR vs GT,RR,Jos Buttler,Yes,8,6,2,0,133.33
48,RR vs GT,RR,Samson (c & wk),Yes,30,20,3,1,150
48,RR vs GT,RR,Padikkal,Yes,12,12,1,0,100
48,RR vs GT,RR,Ashwin,Yes,2,6,0,0,33.33
48,RR vs GT,RR,Riyan Parag,Yes,4,6,0,0,66.67
48,RR vs GT,RR,Hetmyer,Yes,7,13,0,0,53.85
48,RR vs GT,RR,Dhruv Jurel,Yes,9,8,1,0,112.5
48,RR vs GT,RR,Boult,Yes,15,11,1,1,136.36
48,RR vs GT,RR,Zampa,Yes,7,9,0,0,77.78
48,RR vs GT,RR,Sandeep Sharma,No,2,5,0,0,40
48,RR vs GT,GT,Wriddhiman Saha (wk),No,41,34,5,0,120.59
48,RR vs GT,GT,Shubman Gill,Yes,36,35,6,0,102.86
48,RR vs GT,GT,Hardik Pandya (c),No,39,15,3,3,260
49,MI vs CSK,MI,Green,Yes,6,4,1,0,150
49,MI vs CSK,MI,Ishan Kishan (wk),Yes,7,9,1,0,77.78
49,MI vs CSK,MI,Rohit (c),Yes,0,3,0,0,0
49,MI vs CSK,MI,Nehal Wadhera,Yes,64,51,8,1,125.49
49,MI vs CSK,MI,Suryakumar Yadav,Yes,26,22,3,0,118.18
49,MI vs CSK,MI,Tristan Stubbs,Yes,20,21,2,0,95.24
49,MI vs CSK,MI,Tim David,Yes,2,4,0,0,50
49,MI vs CSK,MI,Arshad Khan,Yes,1,2,0,0,50
49,MI vs CSK,MI,Jofra Archer,No,3,2,0,0,150
49,MI vs CSK,MI,Chawla,No,2,2,0,0,100
49,MI vs CSK,CSK,Ruturaj Gaikwad,Yes,30,16,4,2,187.5
49,MI vs CSK,CSK,Devon Conway,Yes,44,42,4,0,104.76
49,MI vs CSK,CSK,Ajinkya Rahane,Yes,21,17,1,1,123.53
49,MI vs CSK,CSK,Ambati Rayudu,Yes,12,11,0,1,109.09
49,MI vs CSK,CSK,Shivam Dube,No,26,18,0,3,144.44
49,MI vs CSK,CSK,MS Dhoni (c & wk),No,2,3,0,0,66.67
50,RCB vs DC,RCB,Kohli,Yes,55,46,5,0,119.57
50,RCB vs DC,RCB,du Plessis (c),Yes,45,32,5,1,140.62
50,RCB vs DC,RCB,Maxwell,Yes,0,1,0,0,0
50,RCB vs DC,RCB,Lomror,No,54,29,6,3,186.21
50,RCB vs DC,RCB,Karthik (wk),Yes,11,9,0,1,122.22
50,RCB vs DC,RCB,Anuj Rawat,No,8,3,0,1,266.67
50,RCB vs DC,DC,David Warner (c),Yes,22,14,3,1,157.14
50,RCB vs DC,DC,Philip Salt (wk),Yes,87,45,8,6,193.33
50,RCB vs DC,DC,Mitchell Marsh,Yes,26,17,3,1,152.94
50,RCB vs DC,DC,Rilee Rossouw,No,35,22,1,3,159.09
50,RCB vs DC,DC,Axar Patel,No,8,3,0,1,266.67
51,GT vs LSG,GT,W Saha (wk),Yes,81,43,10,4,188.37
51,GT vs LSG,GT,Shubman Gill,No,94,51,2,7,184.31
51,GT vs LSG,GT,Hardik Pandya (c),Yes,25,15,1,2,166.67
51,GT vs LSG,GT,Miller,No,21,12,2,1,175
51,GT vs LSG,LSG,Kyle Mayers,Yes,48,32,7,2,150
51,GT vs LSG,LSG,Quinton de Kock (wk),Yes,70,41,7,3,170.73
51,GT vs LSG,LSG,Deepak Hooda,Yes,11,11,0,0,100
51,GT vs LSG,LSG,Marcus Stoinis,Yes,4,9,0,0,44.44
51,GT vs LSG,LSG,Nicholas Pooran,Yes,3,6,0,0,50
51,GT vs LSG,LSG,Ayush Badoni,Yes,21,11,1,2,190.91
51,GT vs LSG,LSG,Swapnil Singh,No,2,4,0,0,50
51,GT vs LSG,LSG,Krunal Pandya (c),Yes,0,1,0,0,0
51,GT vs LSG,LSG,Ravi Bishnoi,No,4,5,1,0,80
52,RR vs SRH,RR,Yashasvi Jaiswal,Yes,35,18,5,2,194.44
52,RR vs SRH,RR,Jos Buttler,Yes,95,59,10,4,161.02
52,RR vs SRH,RR,Samson (c & wk),No,66,38,4,5,173.68
52,RR vs SRH,RR,Hetmyer,No,7,5,0,0,140
52,RR vs SRH,SRH,Anmolpreet Singh,Yes,33,25,4,1,132
52,RR vs SRH,SRH,Abhishek Sharma,Yes,55,34,5,2,161.76
52,RR vs SRH,SRH,Rahul Tripathi,Yes,47,29,2,3,162.07
52,RR vs SRH,SRH,Heinrich Klaasen (wk),Yes,26,12,2,2,216.67
52,RR vs SRH,SRH,Aiden Markram (c),Yes,6,5,1,0,120
52,RR vs SRH,SRH,Glenn Phillips,Yes,25,7,1,3,357.14
52,RR vs SRH,SRH,Abdul Samad,No,17,7,0,2,242.86
52,RR vs SRH,SRH,Marco Jansen,No,3,2,0,0,150
53,PK vs KKR,PK,Prabhsimran,Yes,12,8,3,0,150
53,PK vs KKR,PK,Dhawan (c),Yes,57,47,9,1,121.28
53,PK vs KKR,PK,B Rajapaksa,Yes,0,3,0,0,0
53,PK vs KKR,PK,Livingstone,Yes,15,9,3,0,166.67
53,PK vs KKR,PK,Jitesh Sharma (wk),Yes,21,18,0,2,116.67
53,PK vs KKR,PK,Sam Curran,Yes,4,9,0,0,44.44
53,PK vs KKR,PK,Rishi Dhawan,Yes,19,11,1,1,172.73
53,PK vs KKR,PK,Shahrukh Khan,No,21,8,3,1,262.5
53,PK vs KKR,PK,Harpreet Brar,No,17,9,2,1,188.89
53,PK vs KKR,KKR,Jason Roy,Yes,38,24,8,0,158.33
53,PK vs KKR,KKR,Rahmanullah Gurbaz (wk),Yes,15,12,1,1,125
53,PK vs KKR,KKR,Nitish Rana (c),Yes,51,38,6,1,134.21
53,PK vs KKR,KKR,Venkatesh Iyer,Yes,11,13,0,0,84.62
53,PK vs KKR,KKR,Andre Russell,Yes,42,23,3,3,182.61
53,PK vs KKR,KKR,Rinku Singh,No,21,10,2,1,210
53,PK vs KKR,KKR,Shardul Thakur,No,0,0,0,0,0
54,RCB vs MI,RCB,Kohli,Yes,1,4,0,0,25
54,RCB vs MI,RCB,du Plessis (c),Yes,65,41,5,3,158.54
54,RCB vs MI,RCB,Anuj Rawat (wk),Yes,6,4,1,0,150
54,RCB vs MI,RCB,Maxwell,Yes,68,33,8,4,206.06
54,RCB vs MI,RCB,Lomror,Yes,1,3,0,0,33.33
54,RCB vs MI,RCB,Karthik,Yes,30,18,4,1,166.67
54,RCB vs MI,RCB,Kedar Jadhav,No,12,10,1,0,120
54,RCB vs MI,RCB,W Hasaranga,No,12,8,2,0,150
54,RCB vs MI,MI,Ishan Kishan (wk),Yes,42,21,4,4,200
54,RCB vs MI,MI,Rohit Sharma (c),Yes,7,8,1,0,87.5
54,RCB vs MI,MI,Suryakumar Yadav,Yes,83,35,7,6,237.14
54,RCB vs MI,MI,Nehal Wadhera,No,52,34,4,3,152.94
54,RCB vs MI,MI,Tim David,Yes,0,1,0,0,0
54,RCB vs MI,MI,Cameron Green,No,2,2,0,0,100
55,CSK vs DC,CSK,Ruturaj Gaikwad,Yes,24,18,4,0,133.33
55,CSK vs DC,CSK,Conway,Yes,10,13,1,0,76.92
55,CSK vs DC,CSK,Ajinkya Rahane,Yes,21,20,2,0,105
55,CSK vs DC,CSK,Moeen,Yes,7,12,0,0,58.33
55,CSK vs DC,CSK,Shivam Dube,Yes,25,12,0,3,208.33
55,CSK vs DC,CSK,Rayudu,Yes,23,17,1,1,135.29
55,CSK vs DC,CSK,Ravindra Jadeja,Yes,21,16,1,1,131.25
55,CSK vs DC,CSK,Dhoni (c & wk),Yes,20,9,1,2,222.22
55,CSK vs DC,CSK,D Chahar,No,1,2,0,0,50
55,CSK vs DC,CSK,Tushar Deshpande,No,0,1,0,0,0
55,CSK vs DC,DC,David Warner (c),Yes,0,2,0,0,0
55,CSK vs DC,DC,Philip Salt (wk),Yes,17,11,1,2,154.55
55,CSK vs DC,DC,Mitchell Marsh,Yes,5,4,1,0,125
55,CSK vs DC,DC,Manish Pandey,Yes,27,29,1,2,93.1
55,CSK vs DC,DC,Rilee Rossouw,Yes,35,37,2,1,94.59
55,CSK vs DC,DC,Ripal Patel,Yes,10,16,0,0,62.5
55,CSK vs DC,DC,Axar Patel,Yes,21,12,2,1,175
55,CSK vs DC,DC,Aman Hakim Khan,No,2,3,0,0,66.67
55,CSK vs DC,DC,Lalit Yadav,Yes,12,5,3,0,240
55,CSK vs DC,DC,Kuldeep Yadav,No,0,1,0,0,0
56,KKR vs RR,KKR,Jason Roy,Yes,10,8,2,0,125
56,KKR vs RR,KKR,Gurbaz (wk),Yes,18,12,1,2,150
56,KKR vs RR,KKR,Venkatesh Iyer,Yes,57,42,2,4,135.71
56,KKR vs RR,KKR,Nitish Rana (c),Yes,22,17,2,0,129.41
56,KKR vs RR,KKR,Russell,Yes,10,10,0,1,100
56,KKR vs RR,KKR,Rinku Singh,Yes,16,18,0,1,88.89
56,KKR vs RR,KKR,Thakur,Yes,1,2,0,0,50
56,KKR vs RR,KKR,Anukul Roy,No,6,6,0,0,100
56,KKR vs RR,KKR,Narine,Yes,6,5,1,0,120
56,KKR vs RR,RR,Yashasvi Jaiswal,No,98,47,13,5,208.51
56,KKR vs RR,RR,Jos Buttler,Yes,0,3,0,0,0
56,KKR vs RR,RR,Sanju Samson (c & wk),No,48,29,2,5,165.52
57,MI vs GT,MI,Ishan Kishan (wk),Yes,31,20,4,1,155
57,MI vs GT,MI,Rohit (c),Yes,29,18,3,2,161.11
57,MI vs GT,MI,Suryakumar Yadav,No,103,49,11,6,210.2
57,MI vs GT,MI,Nehal Wadhera,Yes,15,7,1,1,214.29
57,MI vs GT,MI,Vishnu Vinod,Yes,30,20,2,2,150
57,MI vs GT,MI,Tim David,Yes,5,3,1,0,166.67
57,MI vs GT,MI,Green,No,3,3,0,0,100
57,MI vs GT,GT,Wriddhiman Saha (wk),Yes,2,5,0,0,40
57,MI vs GT,GT,Shubman Gill,Yes,6,9,0,0,66.67
57,MI vs GT,GT,Hardik Pandya (c),Yes,4,3,1,0,133.33
57,MI vs GT,GT,Vijay Shankar,Yes,29,14,6,0,207.14
57,MI vs GT,GT,David Miller,Yes,41,26,4,2,157.69
57,MI vs GT,GT,Abhinav Manohar,Yes,2,3,0,0,66.67
57,MI vs GT,GT,Rahul Tewatia,Yes,14,13,1,0,107.69
57,MI vs GT,GT,Rashid Khan,No,79,32,3,10,246.88
57,MI vs GT,GT,Noor Ahmad,Yes,1,3,0,0,33.33
57,MI vs GT,GT,Alzarri Joseph,No,7,12,1,0,58.33
58,SRH vs LSG,SRH,Anmolpreet Singh,Yes,36,27,7,0,133.33
58,SRH vs LSG,SRH,Abhishek Sharma,Yes,7,5,1,0,140
58,SRH vs LSG,SRH,Tripathi,Yes,20,13,4,0,153.85
58,SRH vs LSG,SRH,Markram (c),Yes,28,20,2,1,140
58,SRH vs LSG,SRH,Klaasen (wk),Yes,47,29,3,3,162.07
58,SRH vs LSG,SRH,Glenn Phillips,Yes,0,1,0,0,0
58,SRH vs LSG,SRH,Abdul Samad,No,37,25,1,4,148
58,SRH vs LSG,SRH,Bhuvneshwar,No,2,1,0,0,200
58,SRH vs LSG,LSG,Kyle Mayers,Yes,2,14,0,0,14.29
58,SRH vs LSG,LSG,Quinton de Kock (wk),Yes,29,19,3,1,152.63
58,SRH vs LSG,LSG,Prerak Mankad,No,64,45,7,2,142.22
58,SRH vs LSG,LSG,Marcus Stoinis,Yes,40,25,2,3,160
58,SRH vs LSG,LSG,Nicholas Pooran,No,44,13,3,4,338.46
59,PK vs DC,PK,Prabhsimran,Yes,103,65,10,6,158.46
59,PK vs DC,PK,Dhawan (c),Yes,7,5,0,1,140
59,PK vs DC,PK,Livingstone,Yes,4,5,1,0,80
59,PK vs DC,PK,Jitesh Sharma (wk),Yes,5,5,1,0,100
59,PK vs DC,PK,Sam Curran,Yes,20,24,1,0,83.33
59,PK vs DC,PK,Harpreet Brar,Yes,2,5,0,0,40
59,PK vs DC,PK,Shahrukh Khan,Yes,2,4,0,0,50
59,PK vs DC,PK,Raza,No,11,7,0,1,157.14
59,PK vs DC,PK,Rishi Dhawan,No,0,0,0,0,0
59,PK vs DC,DC,David Warner (c),Yes,54,27,10,1,200
59,PK vs DC,DC,Philip Salt (wk),Yes,21,17,3,0,123.53
59,PK vs DC,DC,Mitchell Marsh,Yes,3,4,0,0,75
59,PK vs DC,DC,Rilee Rossouw,Yes,5,5,1,0,100
59,PK vs DC,DC,Axar Patel,Yes,1,2,0,0,50
59,PK vs DC,DC,Manish Pandey,Yes,0,3,0,0,0
59,PK vs DC,DC,Aman Hakim Khan,Yes,16,18,1,1,88.89
59,PK vs DC,DC,Praveen Dubey,Yes,16,20,2,0,80
59,PK vs DC,DC,Kuldeep Yadav,No,10,17,0,0,58.82
59,PK vs DC,DC,Mukesh Kumar,No,6,7,0,0,85.71
60,RCB vs RR,RCB,Kohli,Yes,18,19,1,0,94.74
60,RCB vs RR,RCB,du Plessis (c),Yes,55,44,3,2,125
60,RCB vs RR,RCB,Maxwell,Yes,54,33,5,3,163.64
60,RCB vs RR,RCB,Lomror,Yes,1,2,0,0,50
60,RCB vs RR,RCB,Karthik (wk),Yes,0,2,0,0,0
60,RCB vs RR,RCB,M Bracewell,No,9,9,0,0,100
60,RCB vs RR,RCB,Anuj Rawat,No,29,11,3,2,263.64
60,RCB vs RR,RR,Yashasvi Jaiswal,Yes,0,2,0,0,0
60,RCB vs RR,RR,Jos Buttler,Yes,0,2,0,0,0
60,RCB vs RR,RR,Sanju Samson (c & wk),Yes,4,5,1,0,80
60,RCB vs RR,RR,Joe Root,Yes,10,15,1,0,66.67
60,RCB vs RR,RR,Devdutt Padikkal,Yes,4,4,1,0,100
60,RCB vs RR,RR,Shimron Hetmyer,Yes,35,19,1,4,184.21
60,RCB vs RR,RR,Dhruv Jurel,Yes,1,7,0,0,14.29
60,RCB vs RR,RR,Ravichandran Ashwin,Yes,0,0,0,0,0
60,RCB vs RR,RR,Adam Zampa,Yes,2,6,0,0,33.33
60,RCB vs RR,RR,Sandeep Sharma,No,0,1,0,0,0
60,RCB vs RR,RR,KM Asif,Yes,0,2,0,0,0
61,CSK vs KKR,CSK,Ruturaj Gaikwad,Yes,17,13,2,0,130.77
61,CSK vs KKR,CSK,Conway,Yes,30,28,3,0,107.14
61,CSK vs KKR,CSK,Ajinkya Rahane,Yes,16,11,1,1,145.45
61,CSK vs KKR,CSK,Rayudu,Yes,4,7,0,0,57.14
61,CSK vs KKR,CSK,Shivam Dube,No,48,34,1,3,141.18
61,CSK vs KKR,CSK,Moeen,Yes,1,2,0,0,50
61,CSK vs KKR,CSK,Ravindra Jadeja,Yes,20,24,0,1,83.33
61,CSK vs KKR,CSK,Dhoni (c & wk),No,2,3,0,0,66.67
61,CSK vs KKR,KKR,Jason Roy,Yes,12,15,1,0,80
61,CSK vs KKR,KKR,Rahmanullah Gurbaz (wk),Yes,1,4,0,0,25
61,CSK vs KKR,KKR,Venkatesh Iyer,Yes,9,4,2,0,225
61,CSK vs KKR,KKR,Nitish Rana (c),No,57,44,6,1,129.55
61,CSK vs KKR,KKR,Rinku Singh,Yes,54,43,4,3,125.58
61,CSK vs KKR,KKR,Andre Russell,No,2,2,0,0,100
62,GT vs SRH,GT,W Saha (wk),Yes,0,3,0,0,0
62,GT vs SRH,GT,Shubman Gill,Yes,101,58,13,1,174.14
62,GT vs SRH,GT,Sai Sudharsan,Yes,47,36,6,1,130.56
62,GT vs SRH,GT,Hardik Pandya (c),Yes,8,6,1,0,133.33
62,GT vs SRH,GT,Miller,Yes,7,5,1,0,140
62,GT vs SRH,GT,Rahul Tewatia,Yes,3,3,0,0,100
62,GT vs SRH,GT,Shanaka,No,9,7,1,0,128.57
62,GT vs SRH,GT,Rashid Khan,Yes,0,1,0,0,0
62,GT vs SRH,GT,Noor Ahmad,Yes,0,1,0,0,0
62,GT vs SRH,GT,Shami,Yes,0,1,0,0,0
62,GT vs SRH,GT,Mohit Sharma,No,0,1,0,0,0
62,GT vs SRH,SRH,Anmolpreet Singh,Yes,5,4,1,0,125
62,GT vs SRH,SRH,Abhishek Sharma,Yes,4,5,1,0,80
62,GT vs SRH,SRH,Aiden Markram (c),Yes,10,10,1,0,100
62,GT vs SRH,SRH,Rahul Tripathi,Yes,1,2,0,0,50
62,GT vs SRH,SRH,Heinrich Klaasen (wk),Yes,64,44,4,3,145.45
62,GT vs SRH,SRH,Sanvir Singh,Yes,7,6,0,1,116.67
62,GT vs SRH,SRH,Abdul Samad,Yes,4,3,1,0,133.33
62,GT vs SRH,SRH,Marco Jansen,Yes,3,6,0,0,50
62,GT vs SRH,SRH,Bhuvneshwar Kumar,Yes,27,26,3,0,103.85
62,GT vs SRH,SRH,Mayank Markande,No,18,9,2,1,200
62,GT vs SRH,SRH,Fazalhaq Farooqi,No,1,5,0,0,20
63,LSG vs MI,LSG,Deepak Hooda,Yes,5,7,0,0,71.43
63,LSG vs MI,LSG,de Kock (wk),Yes,16,15,0,2,106.67
63,LSG vs MI,LSG,Prerak Mankad,Yes,0,1,0,0,0
63,LSG vs MI,LSG,Krunal Pandya (c),Yes,49,42,1,1,116.67
63,LSG vs MI,LSG,Stoinis,No,89,47,4,8,189.36
63,LSG vs MI,LSG,Pooran,No,8,8,1,0,100
63,LSG vs MI,MI,Ishan Kishan (wk),Yes,59,39,8,1,151.28
63,LSG vs MI,MI,Rohit Sharma (c),Yes,37,25,1,3,148
63,LSG vs MI,MI,Suryakumar Yadav,Yes,7,9,0,0,77.78
63,LSG vs MI,MI,Nehal Wadhera,Yes,16,20,2,0,80
63,LSG vs MI,MI,Tim David,No,32,19,1,3,168.42
63,LSG vs MI,MI,Vishnu Vinod,Yes,2,4,0,0,50
63,LSG vs MI,MI,Cameron Green,No,4,6,0,0,66.67
64,DC vs PK,DC,Warner (c),Yes,46,31,5,2,148.39
64,DC vs PK,DC,Prithvi Shaw,Yes,54,38,7,1,142.11
64,DC vs PK,DC,Rossouw,No,82,37,6,6,221.62
64,DC vs PK,DC,Salt (wk),No,26,14,2,2,185.71
64,DC vs PK,PK,Prabhsimran Singh,Yes,22,19,4,0,115.79
64,DC vs PK,PK,Shikhar Dhawan (c),Yes,0,1,0,0,0
64,DC vs PK,PK,Atharva Taide,Yes,55,42,5,2,130.95
64,DC vs PK,PK,Liam Livingstone,Yes,94,48,5,9,195.83
64,DC vs PK,PK,Jitesh Sharma (wk),Yes,0,3,0,0,0
64,DC vs PK,PK,Shahrukh Khan,Yes,6,3,0,1,200
64,DC vs PK,PK,Sam Curran,Yes,11,5,1,1,220
64,DC vs PK,PK,Harpreet Brar,Yes,0,1,0,0,0
64,DC vs PK,PK,Rahul Chahar,No,0,0,0,0,0
65,SRH vs RCB,SRH,Abhishek Sharma,Yes,11,14,2,0,78.57
65,SRH vs RCB,SRH,Tripathi,Yes,15,12,2,1,125
65,SRH vs RCB,SRH,Markram (c),Yes,18,20,0,0,90
65,SRH vs RCB,SRH,Klaasen (wk),Yes,104,51,8,6,203.92
65,SRH vs RCB,SRH,Harry Brook,No,27,19,2,1,142.11
65,SRH vs RCB,SRH,Glenn Phillips,Yes,5,4,1,0,125
65,SRH vs RCB,RCB,Virat Kohli,Yes,100,63,12,4,158.73
65,SRH vs RCB,RCB,Faf du Plessis (c),Yes,71,47,7,2,151.06
65,SRH vs RCB,RCB,Glenn Maxwell,No,5,3,1,0,166.67
65,SRH vs RCB,RCB,Michael Bracewell,No,4,4,0,0,100
66,PK vs RR,PK,Prabhsimran,Yes,2,2,0,0,100
66,PK vs RR,PK,Dhawan (c),Yes,17,12,2,1,141.67
66,PK vs RR,PK,Atharva Taide,Yes,19,12,3,1,158.33
66,PK vs RR,PK,Livingstone,Yes,9,13,1,0,69.23
66,PK vs RR,PK,Sam Curran,No,49,31,4,2,158.06
66,PK vs RR,PK,Jitesh Sharma (wk),Yes,44,28,3,3,157.14
66,PK vs RR,PK,Shahrukh Khan,No,41,23,4,2,178.26
66,PK vs RR,RR,Yashasvi Jaiswal,Yes,50,36,8,0,138.89
66,PK vs RR,RR,Jos Buttler,Yes,0,4,0,0,0
66,PK vs RR,RR,Devdutt Padikkal,Yes,51,30,5,3,170
66,PK vs RR,RR,Sanju Samson (c & wk),Yes,2,3,0,0,66.67
66,PK vs RR,RR,Shimron Hetmyer,Yes,46,28,4,3,164.29
66,PK vs RR,RR,Riyan Parag,Yes,20,12,1,2,166.67
66,PK vs RR,RR,Dhruv Jurel,No,10,4,0,1,250
66,PK vs RR,RR,Trent Boult,No,1,2,0,0,50
67,CSK vs DC,CSK,Ruturaj Gaikwad,Yes,79,50,3,7,158
67,CSK vs DC,CSK,Conway,Yes,87,52,11,3,167.31
67,CSK vs DC,CSK,Shivam Dube,Yes,22,9,0,3,244.44
67,CSK vs DC,CSK,Dhoni (c & wk),No,5,4,0,0,125
67,CSK vs DC,CSK,Ravindra Jadeja,No,20,7,3,1,285.71
67,CSK vs DC,DC,Prithvi Shaw,Yes,5,7,1,0,71.43
67,CSK vs DC,DC,David Warner (c),Yes,86,58,7,5,148.28
67,CSK vs DC,DC,Philip Salt (wk),Yes,3,6,0,0,50
67,CSK vs DC,DC,Rilee Rossouw,Yes,0,1,0,0,0
67,CSK vs DC,DC,Yash Dhull,Yes,13,15,1,0,86.67
67,CSK vs DC,DC,Axar Patel,Yes,15,8,1,1,187.5
67,CSK vs DC,DC,Aman Hakim Khan,Yes,7,9,1,0,77.78
67,CSK vs DC,DC,Lalit Yadav,Yes,6,12,0,0,50
67,CSK vs DC,DC,Anrich Nortje,No,0,1,0,0,0
67,CSK vs DC,DC,Kuldeep Yadav,Yes,0,1,0,0,0
67,CSK vs DC,DC,Chetan Sakariya,No,0,2,0,0,0
68,LSG vs KKR,LSG,Karan Sharma,Yes,3,5,0,0,60
68,LSG vs KKR,LSG,de Kock (wk),Yes,28,27,0,2,103.7
68,LSG vs KKR,LSG,Prerak Mankad,Yes,26,20,5,0,130
68,LSG vs KKR,LSG,Stoinis,Yes,0,2,0,0,0
68,LSG vs KKR,LSG,Krunal Pandya (c),Yes,9,8,0,1,112.5
68,LSG vs KKR,LSG,Ayush Badoni,Yes,25,21,2,1,119.05
68,LSG vs KKR,LSG,Pooran,Yes,58,30,4,5,193.33
68,LSG vs KKR,LSG,K Gowtham,No,11,4,1,1,275
68,LSG vs KKR,LSG,Ravi Bishnoi,Yes,2,2,0,0,100
68,LSG vs KKR,LSG,Naveen-ul-Haq,No,2,3,0,0,66.67
68,LSG vs KKR,KKR,Jason Roy,Yes,45,28,7,1,160.71
68,LSG vs KKR,KKR,Venkatesh Iyer,Yes,24,15,3,1,160
68,LSG vs KKR,KKR,Nitish Rana (c),Yes,8,10,1,0,80
68,LSG vs KKR,KKR,Rahmanullah Gurbaz (wk),Yes,10,15,0,0,66.67
68,LSG vs KKR,KKR,Rinku Singh,No,67,33,6,4,203.03
68,LSG vs KKR,KKR,Andre Russell,Yes,7,9,0,1,77.78
68,LSG vs KKR,KKR,Shardul Thakur,Yes,3,7,0,0,42.86
68,LSG vs KKR,KKR,Sunil Narine,Yes,1,2,0,0,50
68,LSG vs KKR,KKR,Vaibhav Arora,No,1,1,0,0,100
69,SRH vs MI,SRH,Vivrant Sharma,Yes,69,47,9,2,146.81
69,SRH vs MI,SRH,Mayank Agarwal,Yes,83,46,8,4,180.43
69,SRH vs MI,SRH,Klaasen (wk),Yes,18,13,2,0,138.46
69,SRH vs MI,SRH,Glenn Phillips,Yes,1,4,0,0,25
69,SRH vs MI,SRH,Markram (c),No,13,7,0,1,185.71
69,SRH vs MI,SRH,Harry Brook,Yes,0,1,0,0,0
69,SRH vs MI,SRH,Sanvir Singh,No,4,3,1,0,133.33
69,SRH vs MI,MI,Ishan Kishan (wk),Yes,14,12,1,1,116.67
69,SRH vs MI,MI,Rohit Sharma (c),Yes,56,37,8,1,151.35
69,SRH vs MI,MI,Cameron Green,No,100,47,8,8,212.77
69,SRH vs MI,MI,Suryakumar Yadav,No,25,16,4,0,156.25
70,RCB vs GT,RCB,Kohli,No,101,61,13,1,165.57
70,RCB vs GT,RCB,du Plessis (c),Yes,28,19,5,0,147.37
70,RCB vs GT,RCB,Maxwell,Yes,11,5,1,1,220
70,RCB vs GT,RCB,Lomror,Yes,1,3,0,0,33.33
70,RCB vs GT,RCB,M Bracewell,Yes,26,16,5,0,162.5
70,RCB vs GT,RCB,Karthik,Yes,0,1,0,0,0
70,RCB vs GT,RCB,Anuj Rawat (wk),No,23,15,1,1,153.33
70,RCB vs GT,GT,Wriddhiman Saha (wk),Yes,12,14,2,0,85.71
70,RCB vs GT,GT,Shubman Gill,No,104,52,5,8,200
70,RCB vs GT,GT,Vijay Shankar,Yes,53,35,7,2,151.43
70,RCB vs GT,GT,Dasun Shanaka,Yes,0,3,0,0,0
70,RCB vs GT,GT,David Miller,Yes,6,7,1,0,85.71
70,RCB vs GT,GT,Rahul Tewatia,No,4,5,0,0,80
Qualifier 1,CSK vs GT,CSK,Ruturaj Gaikwad,Yes,60,44,7,1,136.36
Qualifier 1,CSK vs GT,CSK,Conway,Yes,40,34,4,0,117.65
Qualifier 1,CSK vs GT,CSK,Shivam Dube,Yes,1,3,0,0,33.33
